"GeneID"	"Symbol"	"description"
"203068"	"TUBB"	"tubulin beta class I"
"51174"	"TUBD1"	"tubulin delta 1"
"10844"	"TUBGCP2"	"tubulin gamma complex associated protein 2"
"27229"	"TUBGCP4"	"tubulin gamma complex associated protein 4"
"7284"	"TUFM"	"Tu translation elongation factor, mitochondrial"
"11334"	"TUSC2"	"tumor suppressor candidate 2"
"64852"	"TUT1"	"terminal uridylyl transferase 1, U6 snRNA-specific"
"51030"	"TVP23B"	"trans-golgi network vesicle protein 23 homolog B"
"200081"	"TXLNA"	"taxilin alpha"
"55787"	"TXLNG"	"taxilin gamma"
"25828"	"TXN2"	"thioredoxin 2"
"51061"	"TXNDC11"	"thioredoxin domain containing 11"
"51060"	"TXNDC12"	"thioredoxin domain containing 12"
"79770"	"TXNDC15"	"thioredoxin domain containing 15"
"84817"	"TXNDC17"	"thioredoxin domain containing 17"
"10190"	"TXNDC9"	"thioredoxin domain containing 9"
"9352"	"TXNL1"	"thioredoxin like 1"
"10907"	"TXNL4A"	"thioredoxin like 4A"
"54957"	"TXNL4B"	"thioredoxin like 4B"
"7296"	"TXNRD1"	"thioredoxin reductase 1"
"7297"	"TYK2"	"tyrosine kinase 2"
"55253"	"TYW1"	"tRNA-yW synthesizing protein 1 homolog"
"7307"	"U2AF1"	"U2 small nuclear RNA auxiliary factor 1"
"199746"	"U2AF1L4"	"U2 small nuclear RNA auxiliary factor 1 like 4"
"11338"	"U2AF2"	"U2 small nuclear RNA auxiliary factor 2"
"6675"	"UAP1"	"UDP-N-acetylglucosamine pyrophosphorylase 1"
"7317"	"UBA1"	"ubiquitin like modifier activating enzyme 1"
"10054"	"UBA2"	"ubiquitin like modifier activating enzyme 2"
"9039"	"UBA3"	"ubiquitin like modifier activating enzyme 3"
"79876"	"UBA5"	"ubiquitin like modifier activating enzyme 5"
"7311"	"UBA52"	"ubiquitin A-52 residue ribosomal protein fusion product 1"
"337867"	"UBAC2"	"UBA domain containing 2"
"124402"	"UBALD1"	"UBA like domain containing 1"
"51271"	"UBAP1"	"ubiquitin associated protein 1"
"9898"	"UBAP2L"	"ubiquitin associated protein 2 like"
"7314"	"UBB"	"ubiquitin B"
"7316"	"UBC"	"ubiquitin C"
"7319"	"UBE2A"	"ubiquitin conjugating enzyme E2 A"
"7320"	"UBE2B"	"ubiquitin conjugating enzyme E2 B"
"7322"	"UBE2D2"	"ubiquitin conjugating enzyme E2 D2"
"7323"	"UBE2D3"	"ubiquitin conjugating enzyme E2 D3"
"51619"	"UBE2D4"	"ubiquitin conjugating enzyme E2 D4 (putative)"
"7324"	"UBE2E1"	"ubiquitin conjugating enzyme E2 E1"
"7325"	"UBE2E2"	"ubiquitin conjugating enzyme E2 E2"
"10477"	"UBE2E3"	"ubiquitin conjugating enzyme E2 E3"
"140739"	"UBE2F"	"ubiquitin conjugating enzyme E2 F (putative)"
"7327"	"UBE2G2"	"ubiquitin conjugating enzyme E2 G2"
"7328"	"UBE2H"	"ubiquitin conjugating enzyme E2 H"
"7329"	"UBE2I"	"ubiquitin conjugating enzyme E2 I"
"51465"	"UBE2J1"	"ubiquitin conjugating enzyme E2 J1"
"118424"	"UBE2J2"	"ubiquitin conjugating enzyme E2 J2"
"3093"	"UBE2K"	"ubiquitin conjugating enzyme E2 K"
"7332"	"UBE2L3"	"ubiquitin conjugating enzyme E2 L3"
"9040"	"UBE2M"	"ubiquitin conjugating enzyme E2 M"
"7334"	"UBE2N"	"ubiquitin conjugating enzyme E2 N"
"389898"	"UBE2NL"	"ubiquitin conjugating enzyme E2 N like (gene/pseudogene)"
"55585"	"UBE2Q1"	"ubiquitin conjugating enzyme E2 Q1"
"54926"	"UBE2R2"	"ubiquitin conjugating enzyme E2 R2"
"7335"	"UBE2V1"	"ubiquitin conjugating enzyme E2 V1"
"7336"	"UBE2V2"	"ubiquitin conjugating enzyme E2 V2"
"55284"	"UBE2W"	"ubiquitin conjugating enzyme E2 W"
"65264"	"UBE2Z"	"ubiquitin conjugating enzyme E2 Z"
"7337"	"UBE3A"	"ubiquitin protein ligase E3A"
"89910"	"UBE3B"	"ubiquitin protein ligase E3B"
"9690"	"UBE3C"	"ubiquitin protein ligase E3C"
"9354"	"UBE4A"	"ubiquitination factor E4A"
"10277"	"UBE4B"	"ubiquitination factor E4B"
"56061"	"UBFD1"	"ubiquitin family domain containing 1"
"29914"	"UBIAD1"	"UbiA prenyltransferase domain containing 1"
"5412"	"UBL3"	"ubiquitin like 3"
"8266"	"UBL4A"	"ubiquitin like 4A"
"59286"	"UBL5"	"ubiquitin like 5"
"84993"	"UBL7"	"ubiquitin like 7"
"22888"	"UBOX5"	"U-box domain containing 5"
"7342"	"UBP1"	"upstream binding protein 1 (LBP-1a)"
"29979"	"UBQLN1"	"ubiquilin 1"
"29978"	"UBQLN2"	"ubiquilin 2"
"56893"	"UBQLN4"	"ubiquilin 4"
"23304"	"UBR2"	"ubiquitin protein ligase E3 component n-recognin 2"
"55148"	"UBR7"	"ubiquitin protein ligase E3 component n-recognin 7 (putative)"
"80019"	"UBTD1"	"ubiquitin domain containing 1"
"7343"	"UBTF"	"upstream binding transcription factor, RNA polymerase I"
"165324"	"UBXN2A"	"UBX domain protein 2A"
"23190"	"UBXN4"	"UBX domain protein 4"
"80700"	"UBXN6"	"UBX domain protein 6"
"7347"	"UCHL3"	"ubiquitin C-terminal hydrolase L3"
"51377"	"UCHL5"	"ubiquitin C-terminal hydrolase L5"
"83549"	"UCK1"	"uridine-cytidine kinase 1"
"7371"	"UCK2"	"uridine-cytidine kinase 2"
"54963"	"UCKL1"	"uridine-cytidine kinase 1 like 1"
"55293"	"UEVLD"	"UEV and lactate/malate dehyrogenase domains"
"51506"	"UFC1"	"ubiquitin-fold modifier conjugating enzyme 1"
"7353"	"UFD1"	"ubiquitin recognition factor in ER associated degradation 1"
"23376"	"UFL1"	"UFM1 specific ligase 1"
"55325"	"UFSP2"	"UFM1 specific peptidase 2"
"7360"	"UGP2"	"UDP-glucose pyrophosphorylase 2"
"23074"	"UHRF1BP1L"	"UHRF1 binding protein 1 like"
"8408"	"ULK1"	"unc-51 like autophagy activating kinase 1"
"25989"	"ULK3"	"unc-51 like kinase 3"
"25972"	"UNC50"	"unc-50 inner nuclear membrane RNA binding protein"
"7374"	"UNG"	"uracil DNA glycosylase"
"5976"	"UPF1"	"UPF1, RNA helicase and ATPase"
"26019"	"UPF2"	"UPF2 regulator of nonsense transcripts homolog (yeast)"
"65109"	"UPF3B"	"UPF3 regulator of nonsense transcripts homolog B (yeast)"
"139596"	"UPRT"	"uracil phosphoribosyltransferase homolog"
"55245"	"UQCC1"	"ubiquinol-cytochrome c reductase complex assembly factor 1"
"29796"	"UQCR10"	"ubiquinol-cytochrome c reductase, complex III subunit X"
"10975"	"UQCR11"	"ubiquinol-cytochrome c reductase, complex III subunit XI"
"7381"	"UQCRB"	"ubiquinol-cytochrome c reductase binding protein"
"7384"	"UQCRC1"	"ubiquinol-cytochrome c reductase core protein I"
"7385"	"UQCRC2"	"ubiquinol-cytochrome c reductase core protein II"
"440567"	"UQCRHL"	"ubiquinol-cytochrome c reductase hinge protein like"
"27089"	"UQCRQ"	"ubiquinol-cytochrome c reductase complex III subunit VII"
"55665"	"URGCP"	"upregulator of cell proliferation"
"8725"	"URI1"	"URI1, prefoldin like chaperone"
"81605"	"URM1"	"ubiquitin related modifier 1"
"7389"	"UROD"	"uroporphyrinogen decarboxylase"
"7390"	"UROS"	"uroporphyrinogen III synthase"
"79650"	"USB1"	"U6 snRNA biogenesis phosphodiesterase 1"
"55850"	"USE1"	"unconventional SNARE in the ER 1"
"7391"	"USF1"	"upstream transcription factor 1"
"7392"	"USF2"	"upstream transcription factor 2, c-fos interacting"
"9100"	"USP10"	"ubiquitin specific peptidase 10"
"9097"	"USP14"	"ubiquitin specific peptidase 14"
"10600"	"USP16"	"ubiquitin specific peptidase 16"
"10869"	"USP19"	"ubiquitin specific peptidase 19"
"23326"	"USP22"	"ubiquitin specific peptidase 22"
"29761"	"USP25"	"ubiquitin specific peptidase 25"
"389856"	"USP27X"	"ubiquitin specific peptidase 27, X-linked"
"23032"	"USP33"	"ubiquitin specific peptidase 33"
"84640"	"USP38"	"ubiquitin specific peptidase 38"
"10713"	"USP39"	"ubiquitin specific peptidase 39"
"7375"	"USP4"	"ubiquitin specific peptidase 4"
"55031"	"USP47"	"ubiquitin specific peptidase 47"
"8078"	"USP5"	"ubiquitin specific peptidase 5"
"7874"	"USP7"	"ubiquitin specific peptidase 7"
"9101"	"USP8"	"ubiquitin specific peptidase 8"
"8239"	"USP9X"	"ubiquitin specific peptidase 9, X-linked"
"51118"	"UTP11"	"UTP11, small subunit processome component homolog (S. cerevisiae)"
"10813"	"UTP14A"	"UTP14A small subunit processome component"
"9724"	"UTP14C"	"UTP14, small subunit processome component homolog C (S. cerevisiae)"
"84135"	"UTP15"	"UTP15, small subunit processome component"
"84294"	"UTP23"	"UTP23, small subunit processome component"
"57050"	"UTP3"	"UTP3, small subunit processome component homolog (S. cerevisiae)"
"55813"	"UTP6"	"UTP6, small subunit processome component"
"80146"	"UXS1"	"UDP-glucuronate decarboxylase 1"
"8409"	"UXT"	"ubiquitously expressed prefoldin like chaperone"
"55697"	"VAC14"	"Vac14, PIKFYVE complex component"
"9341"	"VAMP3"	"vesicle associated membrane protein 3"
"10791"	"VAMP5"	"vesicle associated membrane protein 5"
"9218"	"VAPA"	"VAMP associated protein A"
"9217"	"VAPB"	"VAMP associated protein B and C"
"57176"	"VARS2"	"valyl-tRNA synthetase 2, mitochondrial"
"7411"	"VBP1"	"VHL binding protein 1"
"7415"	"VCP"	"valosin containing protein"
"7419"	"VDAC3"	"voltage dependent anion channel 3"
"55591"	"VEZT"	"vezatin, adherens junctions transmembrane protein"
"55829"	"SELENOS"	"selenoprotein S"
"203547"	"VMA21"	"VMA21, vacuolar ATPase assembly factor"
"64601"	"VPS16"	"VPS16, CORVET/HOPS core subunit"
"57617"	"VPS18"	"VPS18, CORVET/HOPS core subunit"
"84313"	"VPS25"	"vacuolar protein sorting 25 homolog"
"9559"	"VPS26A"	"VPS26, retromer complex component A"
"112936"	"VPS26B"	"VPS26, retromer complex component B"
"51160"	"VPS28"	"VPS28, ESCRT-I subunit"
"51699"	"VPS29"	"VPS29, retromer complex component"
"65082"	"VPS33A"	"VPS33A, CORVET/HOPS core subunit"
"51028"	"VPS36"	"vacuolar protein sorting 36 homolog"
"137492"	"VPS37A"	"VPS37A, ESCRT-I subunit"
"27183"	"VPS4A"	"vacuolar protein sorting 4 homolog A"
"738"	"VPS51"	"VPS51, GARP complex subunit"
"6293"	"VPS52"	"VPS52, GARP complex subunit"
"55275"	"VPS53"	"VPS53, GARP complex subunit"
"6944"	"VPS72"	"vacuolar protein sorting 72 homolog"
"7444"	"VRK2"	"vaccinia related kinase 2"
"51231"	"VRK3"	"vaccinia related kinase 3"
"51534"	"VTA1"	"vesicle trafficking 1"
"143187"	"VTI1A"	"vesicle transport through interaction with t-SNAREs 1A"
"10490"	"VTI1B"	"vesicle transport through interaction with t-SNAREs 1B"
"51322"	"WAC"	"WW domain containing adaptor with coiled-coil"
"23063"	"WAPL"	"WAPL cohesin release factor"
"10352"	"WARS2"	"tryptophanyl tRNA synthetase 2, mitochondrial"
"51729"	"WBP11"	"WW domain binding protein 11"
"54838"	"WBP1L"	"WW domain binding protein 1 like"
"23558"	"WBP2"	"WW domain binding protein 2"
"11193"	"WBP4"	"WW domain binding protein 4"
"114049"	"BUD23"	"BUD23, rRNA methyltransferase and ribosome maturation factor"
"9948"	"WDR1"	"WD repeat domain 1"
"55759"	"WDR12"	"WD repeat domain 12"
"64743"	"WDR13"	"WD repeat domain 13"
"57418"	"WDR18"	"WD repeat domain 18"
"91833"	"WDR20"	"WD repeat domain 20"
"84219"	"WDR24"	"WD repeat domain 24"
"79446"	"WDR25"	"WD repeat domain 25"
"80232"	"WDR26"	"WD repeat domain 26"
"10885"	"WDR3"	"WD repeat domain 3"
"55339"	"WDR33"	"WD repeat domain 33"
"134430"	"WDR36"	"WD repeat domain 36"
"55255"	"WDR41"	"WD repeat domain 41"
"23160"	"WDR43"	"WD repeat domain 43"
"54521"	"WDR44"	"WD repeat domain 44"
"11152"	"WDR45"	"WD repeat domain 45"
"56270"	"WDR45B"	"WD repeat domain 45B"
"9277"	"WDR46"	"WD repeat domain 46"
"54853"	"WDR55"	"WD repeat domain 55"
"79726"	"WDR59"	"WD repeat domain 59"
"54554"	"WDR5B"	"WD repeat domain 5B"
"11180"	"WDR6"	"WD repeat domain 6"
"80349"	"WDR61"	"WD repeat domain 61"
"55100"	"WDR70"	"WD repeat domain 70"
"84942"	"WDR73"	"WD repeat domain 73"
"54663"	"WDR74"	"WD repeat domain 74"
"84128"	"WDR75"	"WD repeat domain 75"
"79084"	"WDR77"	"WD repeat domain 77"
"124997"	"WDR81"	"WD repeat domain 81"
"51398"	"WDR83OS"	"WD repeat domain 83 opposite strand"
"92715"	"DPH7"	"diphthamide biosynthesis 7"
"112840"	"WDR89"	"WD repeat domain 89"
"23038"	"WDTC1"	"WD and tetratricopeptide repeats 1"
"84305"	"PYM1"	"PYM homolog 1, exon junction complex associated factor"
"26100"	"WIPI2"	"WD repeat domain, phosphoinositide interacting 2"
"58525"	"WIZ"	"widely interspaced zinc finger motifs"
"55135"	"WRAP53"	"WD repeat containing antisense to TP53"
"7485"	"WRB"	"tryptophan rich basic protein"
"56897"	"WRNIP1"	"Werner helicase interacting protein 1"
"55884"	"WSB2"	"WD repeat and SOCS box containing 2"
"9589"	"WTAP"	"WT1 associated protein"
"150786"	"WTH3DI"	"RAB6C-like"
"11059"	"WWP1"	"WW domain containing E3 ubiquitin protein ligase 1"
"11060"	"WWP2"	"WW domain containing E3 ubiquitin protein ligase 2"
"331"	"XIAP"	"X-linked inhibitor of apoptosis"
"7507"	"XPA"	"XPA, DNA damage recognition and repair factor"
"7508"	"XPC"	"XPC complex subunit, DNA damage recognition and repair factor"
"7511"	"XPNPEP1"	"X-prolyl aminopeptidase 1"
"7514"	"XPO1"	"exportin 1"
"23039"	"XPO7"	"exportin 7"
"11260"	"XPOT"	"exportin for tRNA"
"7520"	"XRCC5"	"X-ray repair cross complementing 5"
"2547"	"XRCC6"	"X-ray repair cross complementing 6"
"64132"	"XYLT2"	"xylosyltransferase 2"
"10138"	"YAF2"	"YY1 associated factor 2"
"8565"	"YARS"	"tyrosyl-tRNA synthetase"
"51067"	"YARS2"	"tyrosyl-tRNA synthetase 2"
"10897"	"YIF1A"	"Yip1 interacting factor homolog A, membrane trafficking protein"
"90522"	"YIF1B"	"Yip1 interacting factor homolog B, membrane trafficking protein"
"54432"	"YIPF1"	"Yip1 domain family member 1"
"25844"	"YIPF3"	"Yip1 domain family member 3"
"84272"	"YIPF4"	"Yip1 domain family member 4"
"81555"	"YIPF5"	"Yip1 domain family member 5"
"286451"	"YIPF6"	"Yip1 domain family member 6"
"10652"	"YKT6"	"YKT6 v-SNARE homolog"
"10730"	"YME1L1"	"YME1 like 1 ATPase"
"388403"	"YPEL2"	"yippee like 2"
"79693"	"YRDC"	"yrdC N6-threonylcarbamoyltransferase domain containing"
"91746"	"YTHDC1"	"YTH domain containing 1"
"54915"	"YTHDF1"	"YTH N6-methyladenosine RNA binding protein 1"
"51441"	"YTHDF2"	"YTH N6-methyladenosine RNA binding protein 2"
"253943"	"YTHDF3"	"YTH N6-methyladenosine RNA binding protein 3"
"7529"	"YWHAB"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein beta"
"7531"	"YWHAE"	"tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein epsilon"
"7528"	"YY1"	"YY1 transcription factor"
"55249"	"YY1AP1"	"YY1 associated protein 1"
"284273"	"ZADH2"	"zinc binding alcohol dehydrogenase domain containing 2"
"9889"	"ZBED4"	"zinc finger BED-type containing 4"
"100381270"	"ZBED6"	"zinc finger BED-type containing 6"
"22890"	"ZBTB1"	"zinc finger and BTB domain containing 1"
"65986"	"ZBTB10"	"zinc finger and BTB domain containing 10"
"27107"	"ZBTB11"	"zinc finger and BTB domain containing 11"
"7541"	"ZBTB14"	"zinc finger and BTB domain containing 14"
"7709"	"ZBTB17"	"zinc finger and BTB domain containing 17"
"10472"	"ZBTB18"	"zinc finger and BTB domain containing 18"
"49854"	"ZBTB21"	"zinc finger and BTB domain containing 21"
"7597"	"ZBTB25"	"zinc finger and BTB domain containing 25"
"10009"	"ZBTB33"	"zinc finger and BTB domain containing 33"
"9880"	"ZBTB39"	"zinc finger and BTB domain containing 39"
"29068"	"ZBTB44"	"zinc finger and BTB domain containing 44"
"84878"	"ZBTB45"	"zinc finger and BTB domain containing 45"
"9925"	"ZBTB5"	"zinc finger and BTB domain containing 5"
"10773"	"ZBTB6"	"zinc finger and BTB domain containing 6"
"51341"	"ZBTB7A"	"zinc finger and BTB domain containing 7A"
"339487"	"ZBTB8OS"	"zinc finger and BTB domain containing 8 opposite strand"
"84872"	"ZC3H10"	"zinc finger CCCH-type containing 10"
"9877"	"ZC3H11A"	"zinc finger CCCH-type containing 11A"
"23091"	"ZC3H13"	"zinc finger CCCH-type containing 13"
"55854"	"ZC3H15"	"zinc finger CCCH-type containing 15"
"124245"	"ZC3H18"	"zinc finger CCCH-type containing 18"
"23144"	"ZC3H3"	"zinc finger CCCH-type containing 3"
"29066"	"ZC3H7A"	"zinc finger CCCH-type containing 7A"
"23264"	"ZC3H7B"	"zinc finger CCCH-type containing 7B"
"54819"	"ZCCHC10"	"zinc finger CCHC-type containing 10"
"23318"	"ZCCHC11"	"zinc finger CCHC-type containing 11"
"85364"	"ZCCHC3"	"zinc finger CCHC-type containing 3"
"84186"	"ZCCHC7"	"zinc finger CCHC-type containing 7"
"84240"	"ZCCHC9"	"zinc finger CCHC-type containing 9"
"85437"	"ZCRB1"	"zinc finger CCHC-type and RNA binding motif containing 1"
"79683"	"ZDHHC14"	"zinc finger DHHC-type containing 14"
"84287"	"ZDHHC16"	"zinc finger DHHC-type containing 16"
"51201"	"ZDHHC2"	"zinc finger DHHC-type containing 2"
"51304"	"ZDHHC3"	"zinc finger DHHC-type containing 3"
"55146"	"ZDHHC4"	"zinc finger DHHC-type containing 4"
"25921"	"ZDHHC5"	"zinc finger DHHC-type containing 5"
"29801"	"ZDHHC8"	"zinc finger DHHC-type containing 8"
"79752"	"ZFAND1"	"zinc finger AN1-type containing 1"
"130617"	"ZFAND2B"	"zinc finger AN1-type containing 2B"
"60685"	"ZFAND3"	"zinc finger AN1-type containing 3"
"7763"	"ZFAND5"	"zinc finger AN1-type containing 5"
"54469"	"ZFAND6"	"zinc finger AN1-type containing 6"
"80829"	"ZFP91"	"ZFP91 zinc finger protein"
"7542"	"ZFPL1"	"zinc finger protein like 1"
"51663"	"ZFR"	"zinc finger RNA binding protein"
"53349"	"ZFYVE1"	"zinc finger FYVE-type containing 1"
"84936"	"ZFYVE19"	"zinc finger FYVE-type containing 19"
"118813"	"ZFYVE27"	"zinc finger FYVE-type containing 27"
"84619"	"ZGPAT"	"zinc finger CCCH-type and G-patch domain containing"
"11244"	"ZHX1"	"zinc fingers and homeoboxes 1"
NA	NA	NA
"22882"	"ZHX2"	"zinc fingers and homeoboxes 2"
"23051"	"ZHX3"	"zinc fingers and homeoboxes 3"
"7586"	"ZKSCAN1"	"zinc finger with KRAB and SCAN domains 1"
"153527"	"ZMAT2"	"zinc finger matrin-type 2"
"64393"	"ZMAT3"	"zinc finger matrin-type 3"
"55954"	"ZMAT5"	"zinc finger matrin-type 5"
"10269"	"ZMPSTE24"	"zinc metallopeptidase STE24"
"7750"	"ZMYM2"	"zinc finger MYM-type containing 2"
"10771"	"ZMYND11"	"zinc finger MYND-type containing 11"
"7675"	"ZNF121"	"zinc finger protein 121"
"7690"	"ZNF131"	"zinc finger protein 131"
"7693"	"ZNF134"	"zinc finger protein 134"
"7697"	"ZNF138"	"zinc finger protein 138"
"7701"	"ZNF142"	"zinc finger protein 142"
"7702"	"ZNF143"	"zinc finger protein 143"
"7705"	"ZNF146"	"zinc finger protein 146"
"7727"	"ZNF174"	"zinc finger protein 174"
"339318"	"ZNF181"	"zinc finger protein 181"
"7743"	"ZNF189"	"zinc finger protein 189"
"7748"	"ZNF195"	"zinc finger protein 195"
"10168"	"ZNF197"	"zinc finger protein 197"
"7756"	"ZNF207"	"zinc finger protein 207"
"7570"	"ZNF22"	"zinc finger protein 22"
"7769"	"ZNF226"	"zinc finger protein 226"
"7775"	"ZNF232"	"zinc finger protein 232"
"7572"	"ZNF24"	"zinc finger protein 24"
"8882"	"ZPR1"	"ZPR1 zinc finger"
"10782"	"ZNF274"	"zinc finger protein 274"
"11179"	"ZNF277"	"zinc finger protein 277"
"54816"	"ZNF280D"	"zinc finger protein 280D"
"23528"	"ZNF281"	"zinc finger protein 281"
"7551"	"ZNF3"	"zinc finger protein 3"
"7580"	"ZNF32"	"zinc finger protein 32"
"79692"	"ZNF322"	"zinc finger protein 322"
"284695"	"ZNF326"	"zinc finger protein 326"
"27309"	"ZNF330"	"zinc finger protein 330"
"63925"	"ZNF335"	"zinc finger protein 335"
"7581"	"ZNF33A"	"zinc finger protein 33A"
"79175"	"ZNF343"	"zinc finger protein 343"
"84671"	"ZNF347"	"zinc finger protein 347"
"7587"	"ZNF37A"	"zinc finger protein 37A"
"171017"	"ZNF384"	"zinc finger protein 384"
"84124"	"ZNF394"	"zinc finger protein 394"
"84307"	"ZNF397"	"zinc finger protein 397"
"57541"	"ZNF398"	"zinc finger protein 398"
"79797"	"ZNF408"	"zinc finger protein 408"
"7592"	"ZNF41"	"zinc finger protein 41"
"57862"	"ZNF410"	"zinc finger protein 410"
"84330"	"ZNF414"	"zinc finger protein 414"
"79744"	"ZNF419"	"zinc finger protein 419"
"220929"	"ZNF438"	"zinc finger protein 438"
"55311"	"ZNF444"	"zinc finger protein 444"
"55663"	"ZNF446"	"zinc finger protein 446"
"197407"	"ZNF48"	"zinc finger protein 48"
"147657"	"ZNF480"	"zinc finger protein 480"
"126069"	"ZNF491"	"zinc finger protein 491"
"440515"	"ZNF506"	"zinc finger protein 506"
"22847"	"ZNF507"	"zinc finger protein 507"
"130557"	"ZNF513"	"zinc finger protein 513"
"9849"	"ZNF518A"	"zinc finger protein 518A"
"116115"	"ZNF526"	"zinc finger protein 526"
"93134"	"ZNF561"	"zinc finger protein 561"
"64763"	"ZNF574"	"zinc finger protein 574"
"79177"	"ZNF576"	"zinc finger protein 576"
"163033"	"ZNF579"	"zinc finger protein 579"
"51157"	"ZNF580"	"zinc finger protein 580"
"9640"	"ZNF592"	"zinc finger protein 592"
